SampleID,g__Actinomyces;,g__Acinetobacter;,g__Lactobacillus;,g__Bacteroides;,g__Simplicispira;,g__Rothia;,g__Anaerococcus;,g__Staphylococcus;,g__Burkholderia;,g__Neisseria;,g__Corynebacterium;,g__Porphyromonas;,g__Aeromonas;,g__Streptococcus;,Unclassified,g__Stenotrophomonas;,g__Haemophilus;,g__Veillonella;,g__Macrococcus;,g__Leptotrichia;,g__Propionibacterium;,g__Prevotella;,g__Granulicatella;,g__Lautropia;,g__Chryseobacterium;,g__Peptoniphilus;,g__Pseudomonas;,g__Streptophyta_Group;,g__Gemella;,g__TM7;,g__Rhodococcus;,g__Bifidobacterium;,g__Enhydrobacter;,g__Massilia;,g__Brevundimonas;,g__Ralstonia;,g__Paracoccus;,g__Sphingomonas;,g__Amaricoccus;,g__Neisseriaceae_Group;
S_15277590,0.00016162,0.00121548,0.000114085,0,0.000475353,0.000361268,0.0086134,0.397456,3.80E-05,0.000456339,0.010209,0.000152113,0.000418311,0.00174264,0.000475353,3.80E-05,0.00055141,3.80E-05,0,0,0.549679,0.000170176,0.000171127,0.000684508,3.80E-05,0.000171127,0.000330846,0.000114085,0.000272536,0.000190141,0.000313733,0,0.000665494,0.000140705,0.000608452,0.00758664,0.00249085,0.000114085,0.00055141,0
S_15277591,0.0132672,0.00673319,4.09E-05,0,0.00149116,0.00894013,0.00375853,0.118234,0,0.0176692,0.0603067,0.00120518,0.00613826,0.149957,0.000204268,0.000197459,0.0227248,0.00665914,0,0.00181799,0.459092,0.00518841,0.0223878,0.00173628,0.0011439,0.00359512,0.00237359,0.00126646,0.0123582,0.00275762,0.00342149,0,0.00788475,0.000110305,0.00241036,0.0102747,0.00326829,0.00110305,0,0.000817072
S_15277592,0,0,0,0,5.83E-05,0,0.000145827,0.134265,0,0,0.0407925,0,0,7.87E-05,0.000145827,0,0,0,0,0,0.821878,0,0,0,0,0,1.56E-05,0,0,0,0,0,0,1.17E-05,5.83E-05,0.000641637,0.000554141,0.000174992,0,0.00010937
S_15277593,0.00157128,0.0173416,0.00162147,0.00103835,0.000549946,0.000261879,0.0211337,0.0324835,0.00013094,0.000654698,0.00999069,0.000288067,0.00021605,0.00233247,0.00280211,0.0189862,0.000445195,0.000209503,0,0,0.646344,0.00464836,0.00117846,0,0.00788257,0.012867,0.00105057,0.000654698,0.000270609,5.24E-05,0.000549946,0.000261879,0.0229406,0.000350918,0.0023831,0.0144819,0.00371869,0.00167603,7.86E-05,0.126907
S_15277594,0.00325897,0.000310127,0.000711207,0.000290535,0.00045874,0.00152276,0.000764567,0.303476,3.82E-05,0.00110862,0.00328764,0.00022937,0.000219813,0.0106565,0.000974823,0.000152913,0.00493464,0.00447272,0,0.000172028,0.647168,0.000772213,0.000668996,0.00168205,5.73E-05,0.000512897,0.000324941,0.00105128,0.000465112,0.000363169,0.00016247,1.27E-05,0.000114685,5.35E-05,0.000554311,0.00345967,0.000172028,9.56E-05,0,0
S_15277595,0.000783676,0.00080952,0.00146731,0.000978205,0.00963754,0.000867046,0.00503553,0.0165072,0.00143396,0.00193418,0.0111771,0.00176744,0.00110882,0.00888611,0.000200087,0.000233435,0.00143396,0.000733654,0,0.000833698,0.323975,0.00387169,0.00263448,0.000733654,0.00016674,0.00131724,0.0913466,0,0.00156735,0.000333479,0.468438,0.001534,0.0039017,0.00124721,0.00293462,0.000933741,0.000266783,0,0.000733654,0.00315971
S_15277596,0.00264864,0.0253229,0,0,0,0,0,0.00132432,0,0,0.000126126,0,0.017027,0,0.141419,0.00378378,0,0,0,0,0.0325405,0,0,0,0.00132432,0,0.0231459,0,0,0,0.00643242,0,0.00586486,0.00297973,0.00454053,0.00245946,0.00548648,0.0125811,0,0.000472972
S_15277597,0.0241617,0.0110093,0.00497129,0.000140919,0.00516701,0.0128392,0.00393398,0.0862148,0.000587161,0.0244259,0.0154179,0.0102166,0.0062239,0.0901869,0.00974687,0.00234864,0.0282424,0.0186717,0,0.010334,0.199811,0.0152779,0.0153836,0.0109799,0.000528445,0.00463857,0.00489301,0.000176148,0.0102166,0.00416884,0.00164405,0.00205506,0.00234864,0.000816992,0.00551931,0.0686391,0.00616519,0.000704593,0.00123304,0.201044
S_15277598,0.000259177,0.000747294,0.000595147,0.000143987,0.000201582,0.000172785,0.0011807,0.074021,0.000287975,0.000201582,0.00129109,0,0.000151187,0.00034509,0.000201582,5.76E-05,8.64E-05,0.000172785,0.00478038,5.76E-05,0.857732,0.000293734,0,0,0,0.000489557,0.000276456,8.64E-05,0,0,0.00011519,0,0.00120949,3.46E-05,0.00143987,0.00305253,0.00351329,0,0.000287975,0.0436281
S_15277599,7.50E-05,0.00527852,0.000752981,0.00187464,0.00346809,0,0,0.0150646,0.000474909,0,0.00163094,0,0.0103949,0.000732672,0.00682369,0.000943569,0.000224957,0.000974813,0.227356,0,0.568129,0.00176216,0,0.000243703,0,9.37E-05,0.00613226,0,0,0,0.000449914,0,0.0031119,0.000434917,0.0026245,0.027426,0.000281196,0.00151846,0,0
S_15277600,0,0.000494004,0,0,0,6.55E-05,0,0.0466034,0.000305682,0,0.0010335,0,0.00125002,0.000365727,0.000436688,6.55E-05,0,0.000109172,0.023865,0.000152841,0.91246,0.000397386,6.55E-05,0,4.37E-05,0,0.000397386,0.00039302,0,0,0,0,0.000262013,2.62E-05,0.000218344,0.00141924,0.000611364,0,0,0
S_15277601,0.0010611,0.001432,8.20E-05,7.72E-05,0.000945342,0.0010611,0.000347268,0.075828,0.000231512,0.00304824,0.00143409,0.000733122,0.000694537,0.00548202,0.00225724,0.00215435,0.00498073,0.00258522,0,0.0013119,0.821926,0.00762061,0.00177493,0.000887464,0.000192927,0.00179422,0.00065981,0.00819939,0.000154341,0.00183281,0.00137943,0,0.00538266,0.00373286,0.00104181,0.015492,0.00129261,0.000578781,0.000173634,0.000226689
S_15277602,0.000342058,0.000840673,9.21E-05,2.63E-05,0,0.000114019,0,0.0241861,0,0.00578867,0.00221022,0.000210497,0.000499931,0.00531023,0.0118142,1.75E-05,0.000938466,0.000447306,0,7.89E-05,0.880325,0.000768315,0.00244703,0.000105249,5.26E-05,0,0.000815676,0,0.00219268,0.0021576,0.00036837,5.26E-05,7.89E-05,3.29E-05,0,0.000526243,0,0.0010788,0,0
S_15277603,0.000499607,0.00082221,0.000171294,0.000142745,0.000171294,0.000352104,0,0.0194476,0,0.00182713,0.0035258,0.000314039,0.000135608,0.0041967,0.008165,8.56E-05,0.0012847,0.00082792,0,0.000399685,0.914052,0.000485332,0.000171294,8.56E-05,5.71E-05,0,0.000643303,0.000114196,0.000704208,0,0.000513881,0,0.000199843,0.000137035,0.000713724,0.00319748,0,0.000685175,0,3.57E-05
S_15277604,0.00015919,0.000473591,0.000202778,0.00357382,0.000238785,5.31E-05,0,0.116617,0,0,0.000813639,0.000106127,0.000171129,0.00209335,0.008583,0.00015919,0.000676558,0,0,0,0.714207,0.00118464,7.96E-05,0,0,5.31E-05,0.000790645,0.000371444,0.000168034,0.000106127,0.000305115,0.00798604,0.000132658,0.000114086,5.31E-05,0.00270623,0,0.000530634,0,0
S_15277605,0.00149439,0.00678141,0.00353111,0.001684,0.00216928,0.00506969,0.000457959,0.101195,0.00147029,0.0108464,0.0155626,0.00255493,0.00450728,0.0134206,0.00677298,0.000602578,0.00296067,0.00301289,0,0.000578475,0.672332,0.00847827,0.00298879,0,0.00212107,0,0.00194753,0.00204877,0.00541517,0.00038565,0.00166312,0,0.00438677,0.000634256,0.00453139,0.0305146,0.00332623,0.00606193,0.000168722,0.000174748
S_15277606,0.000237224,0.000911413,0.000287831,6.33E-05,0.000569337,0.000607292,0,0.0104454,0.000158149,0,0.00832496,0,0.000929916,0.000336541,0.000920427,0,0.000246713,0.000113867,0.0161312,0,0.865866,1.14E-05,0,0,0.000113867,0,0.000542767,0,0,0,0.000284668,0.000113867,0.000512403,7.53E-05,0.000683204,0.00650941,0.0518855,0.00400433,0.000189779,1.90E-05
S_15277607,0.000169339,0.000938018,0.000943461,0.000205626,0.00769283,0,0.000483826,0.316809,0.00375771,0,0.00372949,0,0.000102813,0.000475762,0.000266104,0.0123537,0.00019353,0.000120956,0,0,0.543482,0.000411252,4.84E-05,7.26E-05,0.000774121,3.23E-05,0.000106442,0.00162082,4.84E-05,0,0.000326582,0.000177403,0.00377384,0.00108377,0.000266104,6.05E-05,0.000774121,0.000314487,7.26E-05,0.0942009
S_15277608,0.00130153,0.00073432,0.0010364,0.000192819,0.00115692,0.00179965,0.00102837,0.379989,9.64E-05,0.00112478,0.0205701,0,0.00093196,0.00254575,0.000610595,0.000107122,0.000894467,0.000674868,9.64E-05,0.000160683,0.470801,0.00166307,0.000289229,9.64E-05,0.000385639,0.000321366,0.000396351,0.00231383,0,0.000192819,0.00093196,0,0.00456339,0.000141401,0.000385639,0.0101873,0.00122119,0,0.000546321,0.069905
S_15277609,0,0.0256305,0.00602908,0.000502423,0.00318558,0.000427594,0,0.0609963,0,0.00188141,0.00668472,0.000320696,0.0224113,0.00131129,0.00285419,0.00272948,0,0.000149658,0,0,0.288648,0.000508837,0,0.00156072,0.0410063,0,0.00358609,0.00399801,0.000235177,0,0.00720496,0,0.16518,0.00272805,0.136787,0.0431015,0.0278791,0.0402473,0.00243729,0.000122933
S_15277610,0.000107169,0.00110072,0.000633233,0.000510839,0.0026435,0.000196477,0,0.0621438,0.000482261,0,0.0213445,0,0.000602826,0.000331033,0.000803768,5.95E-05,3.57E-05,0,0.0233271,0,0.845689,8.93E-05,0.000142892,0,0.000517984,0,0.00080734,0.000482261,0,0,0.0002322,3.57E-05,0.00144678,0.000442965,0.000339369,0.00649266,0.00330438,0.000303646,0.000160754,8.93E-06
S_15277611,0.000195358,0.000366993,0.000953531,0.00108683,0.0017024,0.000232569,0.000362807,0.0224643,0.000251174,0.00150704,0.00548397,0.000558165,0.000174426,0.00146751,0.000334899,4.65E-05,0.00107912,0.000306991,0.00602818,0.000251174,0.911957,0.0017024,0.000530256,0.000223266,0.000167449,0.000306991,0.000566537,0,0.000195358,0.000111633,8.37E-05,0,0.00108842,0.000312572,0.000251174,6.98E-05,0.000223266,5.58E-05,0.000139541,0.0298339
S_15277612,0.00475291,0.00732201,0.000393732,0.000365608,0.0119526,0.0162555,0.00610284,0.336102,0.00151868,0.0112214,0.0296658,0.0016593,0.00133588,0.0206906,0.00382482,0.000149993,0.0113292,0.00182804,0.00298111,0.00104058,0.267991,0.00615065,0.00275612,0.00809963,0.00112495,0.00978705,0.00265628,0.000112495,0.000721842,0.000421856,0.00127963,4.69E-05,0.000506227,0.0020699,0.00382482,0.00109682,0.0169023,0.00123744,0.0026155,0.115511
S_15277613,0.00136685,0.000636863,0.00151205,0.000919246,0.00690936,0.000751018,0.00231313,0.0443221,0.00129175,0.000510692,0.0067191,0.000390529,0.000210285,0.00316629,0.00400543,0.000210285,0.0056827,0.00174236,0,0.000901221,0.872953,0.00163872,0.000540733,0.000390529,6.01E-05,0.00121665,0.000862168,0.000150204,0.000210285,0,0.000600814,0.000150204,0.000300407,0.00118875,0.000660895,0.000630855,0.000120163,0.00372505,6.01E-05,0.000345468
S_15277614,0.0311758,0.00407519,0.029633,0.00256994,0.0955772,0.00471155,0.000122378,0.0271434,0.0106469,0.00728149,0.0210286,0.00061189,0.00328891,0.0288639,0.0513988,0.0016929,0.00632286,0.0171329,0.000122378,0.00856646,0.19917,0.0162916,0.00734268,0.000305945,0.000428323,0.000979024,0.0141899,0.00128497,0.00193765,0.0011014,0.00614949,0.000326341,0.0379984,0.0141823,0.0373865,0.00422204,0.0115035,0.00920894,0.00152973,4.59E-05
S_15277615,0.0106703,0.000672392,0.00187921,0.000884147,0.00654516,0.0143645,0,0.0126998,0.0006921,0.0559089,0.00698517,0.0144379,0.000859396,0.115723,0.003323,0.000192505,0.0266527,0.129913,0,0.0238156,0.3181,0.0814859,0.0223031,0.00855271,0.000330008,0,0.00039601,0.000110003,0.00494096,0.0520863,0.000605015,0,0.000302508,0.00103953,0.00321758,0.00041251,0.00154004,0.000302508,0.000137503,8.25E-05
S_15277616,0,0.0108973,0.00294809,0.00366447,0.0281819,0.000788765,0,0.164507,0.00752614,0.000739468,0.00500921,0,0.0136725,0.00283627,0.00369734,0.000230057,0.000164326,0.000985957,0.300881,0,0.301144,0.00476546,0.000591574,0.000345085,0.000525844,0.000591574,0.0110166,0.000460113,0.00236082,0.000969524,0.00370555,0.000892839,0.0161204,0.00279628,0.0038288,0.00456005,0.00218554,0,0,0.000320436
S_15277617,0.0203083,0.00322711,0.000364165,4.86E-05,0.00725902,0.00133527,0,0.0283078,0.000825441,0.0119203,0.00660757,0.000995384,0.00125839,0.054558,0.000364165,0.000234684,0.0173585,0.00682202,0.0154649,0.00189366,0.779362,0.00313789,0.0033746,0.000995384,0,0,0.000592375,7.28E-05,0.00190175,0.00111677,0.00134741,4.86E-05,0.0056567,0.000927407,0.000776885,0.000364165,0.000267054,0.000145666,0,0.000200291
S_15277618,0.000116877,0.000981184,0.000233754,0,0.0187237,0,0.000584386,0.0158704,0.00870346,0.000233754,0.00516208,0.000163628,0.000753858,0.00119215,0.00494001,0.0280661,0.000210379,4.68E-05,0,0,0.881441,0.000467509,0.000280505,0.000140253,9.35E-05,0.000198691,0.000794765,0,0,0,0,0,0.00198691,0.00223937,0.000490884,0.000280505,0.000607761,0.000385695,0.00025713,0.00025713
S_15277619,0.000296703,0.000678262,7.42E-05,2.71E-05,0.00306197,9.49E-05,0.000522197,0.102512,0.00018989,0.000166153,0.00247648,0,7.91E-05,0.00122004,0.000213626,0.00018989,0.000142417,7.12E-05,0,0.000901976,0.880067,9.97E-05,0.000166153,0,9.49E-05,4.75E-05,0.000306988,0,7.12E-05,0.000332307,0.000201758,4.75E-05,0.000925712,0.000375032,0.000617141,0.000142417,7.12E-05,0.000308571,4.75E-05,0.000255164
S_15277620,5.25E-05,0.000548898,7.00E-05,0.000157578,0.0014182,0,0,0.0485761,0.000157578,0,0.00043334,0,0.000453037,0.000204852,0.000498998,0.000192596,0.000315157,0.000236367,0,0,0.773315,0.000131315,0,0,0,0,0.0257527,0.000105052,0.000105052,0,0.139115,0.000157578,0.000288893,0.000210104,0.000288893,0.00144447,0.000525261,0.000210104,5.25E-05,0
S_15277621,0.00526444,0.00330377,0.043295,0.000326215,0.009314,0.00161983,0.00661429,0.0314921,0.00128236,0.00911153,0.0237068,0.00404957,0.000489323,0.0193356,0.00313841,0.00496072,0.00615309,0.0108663,0.000337464,0.00620934,0.317284,0.018385,0.0027672,0.000607435,0.0028347,0.00168732,0.00402257,0.0018898,0.00161983,0.00168732,0.00141735,0.000134986,0.0408331,0.00176831,0.00337464,0.00101239,0.00661429,0.000809913,0.000607435,0.342003
S_15277622,0.00115349,0.0073539,0.000831346,0.00153539,0.0328278,0.000701448,0.000607922,0.00887877,0.00366312,0.0019017,0.0113388,0.00068586,0.0154869,0.0120384,0.00370209,0.000322146,0.00502445,0.000561158,0.00211993,0,0.662307,0.0012969,0.00339813,0,0.0525774,0.000919676,0.00397123,0.000155877,0.0030448,0,0.00543232,0,0.0109582,0.00395617,0.0121117,0.00570511,0.0195782,0.00166789,0.00961763,0.000537777
S_15277623,0.000304537,0.00231793,0.0129971,0.000665752,0.00225865,0.000160728,0.00238554,0.130132,0.00134504,0.00152269,0.0190991,5.08E-05,3.81E-05,0.00359396,0.00909805,7.61E-05,0.000621764,0.000380672,0,0.000126891,0.718759,0.00121561,0.000228403,7.61E-05,0.000355293,0.000177647,0.00074527,0.00131966,0.000203025,7.61E-05,0.000545629,0.000177647,0.00149731,0.000390823,0.00093899,0,0.000279159,0.000304537,5.08E-05,0.000133235
S_15277624,0,0.00227281,0.00118403,0,0.0004498,5.29E-05,0,0.103676,0.000582094,0.000105835,0.0298191,0,0,0.000493898,0.000529176,0,0.00021167,7.94E-05,0,0,0.849672,1.06E-05,0,0,0.000476258,0,0,7.94E-05,0,0,0.000780535,0,0.000740846,0.000148169,0.000635011,0.000158753,0.000555635,0.000238129,0.000132294,0
S_15277625,8.52E-05,0.000779242,7.28E-05,0,0.00068177,0,0,0.125463,0.00063916,6.39E-05,0.002617,0,0,0.000265606,0.000127832,0,0.000362191,4.26E-05,0,0,0.866104,8.52E-05,8.52E-05,0,8.52E-05,0,0.000174704,0,0,0,0.000191748,0,0.000255664,0.000117179,0.000149137,0,0,0,0,0
S_15277626,0.00791113,0.0176958,0.0129095,0.00981104,0.0148154,0.00304938,0.000661658,0.043681,0.00837142,0.0214607,0.00992967,0.00756592,8.63E-05,0.0199715,0.00396995,0.00106441,0.00600767,0.00273294,0,0.000719194,0.517589,0.0065274,0.00247403,0.00586862,0.00684673,0.00106441,0.00259485,0.0018699,0.00168771,0.00212881,0.0326946,0.00101646,0.00960843,0.00517244,0.00647274,0.000172607,0.0413393,0.0100975,0.000373981,0.00128016
S_15277627,0.0114151,0.0361527,0.000737446,0,0.00971334,0.00387486,0.000287997,0.0307423,0.0106297,0.00167562,0.0158049,0.00180652,5.24E-05,0.0179391,0.00740937,0,0.000549812,0.00196361,0,0.00178034,0.628697,0.00624429,0.00052363,0.000549812,0.00544575,0.00123053,0.000139635,0,0.00426759,0.00102108,0.0249903,0.000349087,0.0426235,0.00317844,0.0155256,0.00342978,0.00837808,0.0017018,0.000261815,0
S_15277628,0.00159784,0.0606053,0,0.00241129,0.0903218,0.000164626,0.00212077,0.108398,0.0617349,0,0.0985337,0,0.000145259,0.0145443,0.00331189,0.000784396,0,0.00124922,0,0,0.268438,0.000726293,0,0,0.014613,0.00122017,0.0126829,0.005055,0.000261465,0.000581034,0.0550239,0,0.0058975,0.0170766,0.0184478,0.00165595,0.00148164,0.0171115,0.00644948,0.0325888
S_15277629,0.00273746,0.000224189,0.000153392,0,0.00228908,0.000361848,0,0.0167882,0.000873156,0.000684365,0.0459941,4.72E-05,5.31E-05,0.00363068,9.44E-05,0.00369715,0.00143559,0.00174631,0,0.000660767,0.911693,0.000235988,0.000259587,0.000330383,0,4.72E-05,0.000124287,0.000330383,0.000110128,0,0,0,0.000141593,0.000320157,0,0,4.72E-05,8.26E-05,0,0
S_15277630,0.000270281,0.0023611,0.0161171,0.00144793,0.00142863,0.00024454,0.000154446,0.052089,0.000888066,0.00146724,0.139996,0,0.000154446,0.00817085,0.0117508,7.72E-05,0.00150585,0.000193058,0,0,0.622766,0.00136685,0.000695009,0.000115835,0.000270281,7.72E-05,7.53E-05,0.000193058,0.000167317,0.00023167,0.000637091,0.00023167,0.0043245,0.000270281,0.000695009,0,0.000115835,0.000289587,0.000154446,0.00298274
S_15277631,0,0.00919248,0.00443393,0.00106393,0.00199946,0,0.00139412,0.0283496,0.000715404,5.50E-05,0.00494974,0,0.00722741,0.000178851,0.00505369,0.000269041,0.00108228,0,0.258389,0,0.503956,0.00242137,0,0,0.000458592,0,0.0129317,0.00570489,0,0,0.00345778,0,0.0181603,2.93E-05,0.00535636,0.0109695,0.00122903,0.000128406,0.00108228,9.17E-05
S_15277632,0.00258012,0.00270912,0.0249058,0.00118403,0.00169652,0.0025919,0.00183789,0.0698169,0.00017672,0.00498352,0.0245141,0.00109567,0.00179371,0.00714127,0.00424718,0.00381716,0.0022149,0.00250943,0.038419,0.00137842,0.313749,0.0043862,0.00215599,0.000141376,0.00141376,0.000795242,0.0218921,0.0173893,0.00111923,0.000282753,0.0107799,0.00025919,0.00413526,0.000169652,0.009861,0.0156751,0.00742226,0.00137842,0.103275,0
S_15277633,0.00726194,0.0366146,0.00182334,0,0,0.0105314,0.00292364,0.0549581,0,0.0374729,0.0192761,0.00210628,0,0.0272176,0.00694757,0.0544383,0.00537572,0.00968259,0.000471554,0.00569009,0.115091,0.00198053,0.00710475,0,0.0124805,0.000817361,0.00816523,0.00364669,0.00682182,0.00955684,0.0389818,0.000597302,0.246717,0.0035901,0.00961971,0.0215972,0.0620251,0.0197739,0.00176047,8.65E-05
S_15277634,0.0319892,0.00940473,0.00594523,0.000618496,0.000776716,0.0367454,0.000604112,0.0363791,0.000287673,0.0931771,0.0728387,0.00696167,0,0.0865472,0.00358152,0.0730305,0.0234453,0.0252576,0.000431509,0.0230138,0.150712,0.0338231,0.0226974,0.0035096,0.00138083,0.00103562,0.00208926,0.00143836,0.0147288,0.00319316,0.00619934,0.000546578,0.00313563,0.00065877,0.00615619,0.000546578,0.00466029,0.00205686,0.0613605,5.03E-05
S_15277635,0.00233725,0.00506271,0.00205517,0.0030044,0.000402975,0.000689534,0.000886544,0.163117,0.00010746,0.00728041,0.00936692,0.0005373,0.000503718,0.00683221,0.00163876,0.00122683,0.00201487,0.000886544,0,0.000349245,0.334603,0.00160115,0.000725354,0.000510435,0.00048357,0.000147757,0.0502308,0.000188055,0.000295515,0.000698489,0.262471,0.0175876,0.00209547,7.52E-05,0.0112564,0.0069446,0.00255217,0.00271336,0.00016119,2.69E-05
S_15277636,0.0045321,0.00329302,0.00709175,0,0.000263494,0.00344299,0.00221335,0.342449,0.000215187,0.0134909,0.020636,0.00147557,0,0.0224009,0.00138334,0.0257082,0.00893244,0.00252954,0,0.000737783,0.454105,0.00383384,0.00627116,0.00295113,0.00086953,0.00113302,0.000327642,5.27E-05,0.00177419,0.00113302,0.00289843,0.00014053,0.0222389,0.000110667,0.00360987,0.000843181,0.00505908,0.00169954,0.000474289,0.000599449
S_15277637,0.000438032,0.000227976,3.98E-05,2.99E-05,0,0.000696869,0.000378301,0.0668875,7.96E-05,0.00268793,0.00532939,0.00236936,0,0.00810658,7.96E-05,0.00149993,0.00254855,0.000258837,5.97E-05,0.000378301,0.889763,0.00320958,0.000481835,0.000398211,0,0.000192469,0.000115481,0,0.00144683,0.000258837,0.000159284,0,0.000935796,6.17E-05,0.000378301,0,0.00119463,0.000149329,5.97E-05,0
S_15277638,0.000736265,9.36E-05,0.000103335,0,0,0.000232505,0.000155003,0.0153259,0,0.00100752,0.00143809,0.000697515,0,0.00859708,7.75E-05,0.000775016,0.000994604,0.000206671,0,0.00113669,0.954381,0.00117932,0.000671681,0.000284173,0.000723348,0.000111947,3.10E-05,0.000155003,0.00148114,0.000490844,5.17E-05,0,0.000206671,0,7.75E-05,0,0.000904186,5.17E-05,0,0
S_15277639,0.0021275,0.00143146,0.000354584,0.000184111,0.000204568,0.00124786,0.0310943,0.499011,0,0.0101875,0.0207466,0.000736444,8.18E-05,0.0109976,0.000705759,0.0219978,0.00139106,0.000736444,0.000102284,0.000470506,0.347949,0.00116604,0.00132969,0.00372313,0.000163654,0.00171837,0.000247697,0.000368222,0.00057279,0.000163654,0.00170814,0,0.000756901,0.000145925,0.00108421,0.000143197,0.000327308,0.000685302,0.00063416,0.01478
S_15277640,5.09E-05,7.63E-05,6.22E-05,0.0170784,0.00167946,5.09E-05,0.000186607,0.472761,0.000695536,0,0.00228735,3.39E-05,0.00011875,0.00156185,0.000322321,0.00320625,3.39E-05,6.79E-05,0,0,0.448332,5.09E-05,0,0,0,9.33E-05,3.05E-05,0,9.61E-05,0.00011875,0,0.00035625,0.000322321,0.000335893,3.39E-05,0,0.000101786,1.70E-05,0,0.0181136
S_15277641,0.00587971,0.00187318,0.00176912,0.000156098,0,0.00303525,0,0.0136014,0.000156098,0.00593174,0.0138581,0.00208131,0.00369433,0.0115747,0.000806509,0.00610519,0.0141182,0.00176912,0,0.000988624,0.505395,0.00566377,0.00197725,0.000780492,0.000416263,0.000104066,0.000534204,0,0.000156098,0.000208131,0,0.000676427,0.00192521,0.000353823,0.000780492,0.000416263,0.0036423,0.00213335,0.00182115,0.342077
S_15277642,0.00405498,0.0150422,0.0267748,0.000238528,0.000119264,0.00158025,0.00515817,0.140318,0.000278283,0.00143117,0.0679035,0.000327976,0.00229583,0.00611725,0.00152062,0.000417424,0.00152559,0.00420406,0,0.00152062,0.59,0.00345866,0.000506873,0.000238528,0.00122246,0.0176213,0.00162725,0.000536689,0.000546627,0.00369719,0.000417424,0,0.0116283,0.000613216,0.00187841,0.000790125,0.00301142,0.00044724,0.000954113,0
S_15277171,0.000599266,0.0035157,0.00910885,0.0122227,0.000399511,0.000159804,0,0.105798,0,0.000159804,0.00459104,0,0,0.0014196,0.00199755,0.0124914,0.000239706,0.000199755,0,0.000159804,0.786197,0.000279658,0.00035956,7.99E-05,0.00599266,0,0.000759071,0.0017978,0.00013317,0.000559315,0.00499389,0.00049273,0.00842968,0.00010159,0.00143824,0.000799022,0.0017179,0.000878924,0.000679168,0
S_15277172,0.0202478,0.012962,0.00116562,0.00132508,0.00021239,0.00659588,0.00166372,0.0754054,0.000176991,0.0472567,0.0110177,0.00566373,0.00325664,0.0476142,0.00562833,0.0613216,0.0289735,0.0106903,0,0.00679647,0.467824,0.0175239,0.00693806,0.00598231,0.000495576,0.000283186,0.00189971,0.000884957,0.00480237,0.00382301,0.00332744,0.00134513,0.00148673,0.00041062,0.00605311,0.000460178,0.00130974,0.00362832,0.000849559,0.000115044
